Reference ID,Country,Validation Date,Amount,Currency,Rating,Type,Maturity
XZT2263,AUSTRALIA,01/04/2019,3936000,GBP,A,3,06/01/2026
XZT2264,EGYPT,01/03/2019,4916000,USD,BB,1,01/09/2033
XZT2265,CHINA,01/01/2019,2556000,USD,B,1,01/04/2040
XZT2266,SWITZERLAND,01/03/2019,8207000,USD,AA,3,01/06/2021
XZT2267,SWITZERLAND,01/01/2019,6279000,USD,A,1,01/09/2029
XZT2268,SOUTH KOREA,01/04/2019,47000,USD,B,3,01/11/2039
XZT2269,MEXICO,01/01/2019,3298000,USD,BB,2,01/10/2033
XZT2270,UNITED STATES OF AMERICA,01/01/2019,2819000,USD,B,2,01/04/2022
XZT2271,RUSSIA,01/01/2019,2972000,USD,B,1,04/01/2019
XZT2272,SOUTH KOREA,01/01/2019,5473000,USD,A,1,01/10/2033
XZT2273,EGYPT,01/01/2019,4308000,USD,A,3,02/01/2043
XZT2274,UNITED STATES OF AMERICA,01/02/2019,4089000,USD,AA,1,01/06/2047
XZT2275,UNITED STATES OF AMERICA,01/02/2019,8959000,USD,A,1,01/10/2024
XZT2276,UNITED STATES OF AMERICA,01/01/2019,6296000,GBP,BB,2,01/05/2041
XZT2277,JAPAN,01/01/2019,9695000,EUR,A,1,01/12/2039
XZT2278,EGYPT,01/01/2019,8011000,GBP,AA,1,01/01/2042
XZT2279,CHINA,01/02/2019,897000,USD,CCC,1,01/03/2046
XZT2303,BRAZIL,01/02/2019,7836000,USD,AA,2,01/04/2021
XZT2281,SOUTH KOREA,01/04/2019,3836000,USD,AA,2,01/03/2027
XZT2282,CANADA,01/03/2019,1314000,USD,CCC,2,01/11/2042
XZT2283,NORWAY,01/02/2019,6308000,EUR,AA,2,01/10/2032
XZT2284,MEXICO,01/03/2019,3597000,USD,CCC,2,01/09/2042
XZT2285,BRAZIL,01/02/2019,1164000,USD,AA,2,01/08/2026
XZT2286,JAPAN,01/03/2019,5609000,EUR,AAA,3,12/31/2027
XZT2287,CHINA,01/03/2019,9898000,USD,AA,2,01/08/2040
XZT2288,CANADA,01/02/2019,3276000,CHF,A,2,01/08/2038
XZT2289,AUSTRALIA,01/01/2019,2920000,USD,A,3,01/11/2030
XZT2290,SOUTH KOREA,01/01/2019,6917000,GBP,BBB,3,01/07/2027
XZT2291,GERMANY,01/02/2019,6253000,USD,AA,2,08/01/2028
XZT2292,UNITED KINGDOM,01/02/2019,5021000,USD,A,2,01/01/2047
XZT2293,UNITED STATES OF AMERICA,01/01/2019,1306000,Swiss Franc,BBB,1,01/02/2041
XZT2294,GERMANY,01/04/2019,1491000,USD,AA,2,01/08/2019
XZT2295,JAPAN,01/03/2019,4319000,USD,BB,2,31/03/2041
XZT2296,JAPAN,01/03/2019,4744000,USD,A,3,01/02/2046
XZT2297,UNITED STATES OF AMERICA,01/04/2019,5953000,USD,A,3,01/03/2038
XZT2298,EGYPT,01/04/2019,3925000,USD,BB,3,01/12/2045
XZT2299,GERMANY,01/03/2019,5838000,USD,AA,2,01/02/2046
XZT2300,MEXICO,01/02/2019,6852000,AUD,CCC,1,01/06/2021
XZT2301,EGYPT,01/04/2019,2841000,GBP,A,3,01/11/2025
XZT2302,EGYPT,01/02/2019,586000,USD,A,1,01/02/2022
XZT2303,SOUTH AFRICA ,01/02/2019,4843000,EUR,BBB,1,01/02/2047
XZT2304,UNITED KINGDOM,01/03/2019,788000,USD,BBB,2,01/03/2041
XZT2305,SWITZERLAND,01/03/2019,8978000,EUR,AA,1,01/07/2026
XZT2306,UNITED STATES OF AMERICA,01/03/2019,3070000,EUR,AA,2,01/04/2048
XZT2307,UNITED STATES OF AMERICA,01/03/2019,1775000,USD,BBB,2,01/05/2023
XZT2308,MEXICO,01/04/2019,6659000,EUR,AAA,3,01/12/2039
XZT2309,GERMANY,01/03/2019,6351328,USD,BBB,1,01/06/2035
XZT2310,AUSTRALIA,01/02/2019,5543000,GBP,A,3,01/11/2041
XZT2311,AUSTRALIA,01/02/2019,5263000,USD,AA,3,01/05/2045
XZT2312,UNITED STATES OF AMERICA,01/04/2019,4271000,GBP,B,2,01/01/2023
XZT2313,UNITED KINGDOM,01/03/2019,4892000,EUR,AA,1,01/05/2021
XZT2314,BRAZIL,01/01/2019,6105000,USD,AA,1,01/11/2036
XZT2315,UNITED STATES OF AMERICA,01/04/2019,8567000,USD,BBB,1,01/06/2021
XZT2316,UNITED KINGDOM,01/04/2019,5558000,USD,AA,3,11/01/2025
XZT2317,SWITZERLAND,01/03/2019,1219000,EUR,A,2,04/01/2037
XZT2318,UNITED KINGDOM,01/03/2019,2348000,USD,CCC,3,01/08/2042
XZT2319,GERMANY,01/01/2019,5465000,USD,A,3,31/05/2024
XZT2320,SOUTH KOREA,01/03/2019,5086000,GBP,AA,2,01/05/2021
XZT2321,SPAIN,01/01/2019,584000,USD,AAA,2,01/08/2022
XZT2322,BRAZIL,01/02/2019,8191000,,A,2,12/01/2045
XZT2323,BRAZIL,01/03/2019,2751000,CHF,B,1,01/02/2030
XZT2324,NORWAY,01/03/2019,6663000,USD,CCC,1,09/01/2044
XZT2325,BRAZIL,01/01/2019,3043000,USD,A,3,01/11/2032
XZT2326,SOUTH KOREA,01/01/2019,1004000,USD,A,2,01/05/2024
XZT2327,JAPAN,01/03/2019,8067000,CHF,AAA,1,01/01/2037
XZT2328,MEXICO,01/03/2019,9426000,EUR,A,2,01/12/2036
XZT2329,EGYPT,01/01/2019,4784000,USD,AA,3,01/09/2021
XZT2330,UNITED STATES OF AMERICA,01/01/2019,4776000,EUR,AA,1,01/11/2039
XZT2331,UNITED STATES OF AMERICA,01/02/2019,3749000,GBP,AA,1,01/03/2035
XZT2332,UNITED STATES OF AMERICA,01/02/2019,7550000,CAD,AA,1,30/09/2031
XZT2333,POLAND,01/04/2019,9131000,USD,A,3,01/02/2044
XZT2334,EGYPT,01/04/2019,7987000,USD,AA,2,01/03/2022
XZT2335,EGYPT,01/01/2019,4732000,USD,A,3,01/09/2025
XZT2336,GERMANY,01/03/2019,4998000,USD,BBB,1,31/12/2025
XZT2337,CHINA,01/02/2019,4379000,USD,BB,,01/04/2043
XZT2338,SOUTH KOREA,01/04/2019,909000,EUR,AA,3,31/01/2042
XZT2339,UNITED STATES OF AMERICA,01/03/2019,4528000,USD,BB,1,01/08/2022
XZT2340,EGYPT,01/01/2019,5952000,USD,A,1,01/11/2040
XZT2341,SOUTH KOREA,01/03/2019,9973000,AUD,AA,2,01/07/2031
XZT2342,UNITED STATES OF AMERICA,01/01/2019,9171000,USD,CCC,1,01/01/2026
XZT2343,FRANCE,01/02/2019,6240000,EUR,A,1,01/05/2039
XZT2344,GERMANY,01/03/2019,1173000,USD,AA,3,01/06/2021
XZT2368,UNITED KINGDOM,01/01/2019,3645000,USD,AA,1,09/01/2042
XZT2346,UNITED STATES OF AMERICA,01/03/2019,723000,USD,AAA,2,01/05/2019
XZT2347,UNITED STATES OF AMERICA,01/02/2019,5879000,EUR,A,2,01/01/2040
XZT2348,AUSTRALIA,01/03/2019,5881000,USD,A,3,07/01/2020
XZT2349,GERMANY,01/03/2019,5356000,USD,AAA,1,01/10/2020
XZT2350,UNITED STATES OF AMERICA,01/03/2019,9301000,USD,AA,1,01/01/2021
XZT2351,POLAND,01/03/2019,1477000,NZD,B,2,01/11/2026
XZT2352,UNITED STATES OF AMERICA,01/04/2019,9712000,USD,BB,1,10/01/2026
XZT2353,UNITED KINGDOM,01/04/2019,4984000,USD,AA,2,01/03/2039
XZT2354,UNITED STATES OF AMERICA,01/03/2019,4410000,GBP,A,3,30/11/2031
XZT2355,SWITZERLAND,01/04/2019,6385000,USD,A,2,01/08/2047
XZT2356,UNITED STATES OF AMERICA,01/04/2019,-5984000,USD,A,1,01/12/2023
XZT2357,CANADA,01/02/2019,4306000,USD,BBB,3,01/12/2039
XZT2358,UNITED STATES OF AMERICA,01/02/2019,8618000,USD,BBB,2,01/08/2022
XZT2359,AUSTRALIA,01/04/2019,3889000,USD,BB,3,01/07/2022
XZT2360,MEXICO,01/03/2019,5943000,GBP,AA,2,31/05/2043
XZT2361,AUSTRALIA,01/02/2019,8343000,EUR,AA,1,01/08/2028
XZT2362,BELGIUM,01/02/2019,9328000,USD,AA,3,06/01/2039
XZT2363,UNITED KINGDOM,01/02/2019,1425000,EUR,BB,2,01/06/2028
XZT2364,SOUTH KOREA,01/02/2019,827000,CHF,BB,1,01/02/2046
XZT2365,SOUTH KOREA,01/02/2019,3234000,USD,BB,2,01/01/2042
XZT2366,MEXICO,01/02/2019,12000,USD,A,2,01/09/2046
XZT2367,SPAIN,01/03/2019,754000,CHF,AA,3,01/01/2022
XZT2368,UNITED KINGDOM,01/03/2019,9845000,USD,AAA,3,01/08/2048
XZT2369,SOUTH KOREA,01/03/2019,2552000,USD,BB,2,11/01/2029
XZT2370,UNITED STATES OF AMERICA,TRUE,5592000,USD,A,1,01/01/2031
XZT2371,MEXICO,01/03/2019,3042000,USD,BBB,2,01/02/2038
XZT2372,SOUTH KOREA,01/01/2019,2175000,EUR,CCC,3,06/01/2023
XZT2373,EGYPT,01/01/2019,6083000,USD,AA,1,01/07/2036
XZT2374,UNITED KINGDOM,01/01/2019,1613000,USD,CCC,2,01/08/2022
XZT2375,POLAND,01/02/2019,4388000,USD,AA,3,01/06/2021
XZT2376,DENMARK,01/04/2019,373000,GBP,AA,1,10/01/2035
XZT2377,RUSSIA,01/01/2019,9944000,GBP,A,2,01/07/2048
XZT2378,UNITED KINGDOM,01/03/2019,2155000,USD,BB,2,01/06/2046
XZT2379,UNITED STATES OF AMERICA,01/04/2019,3983000,USD,AA,2,31/10/2022
XZT2380,SPAIN,01/02/2019,1025000,USD,BB,3,01/05/2020
XZT2381,CANADA,01/03/2019,6789000,USD,AA,1,01/04/2047
XZT2382,MEXICO,01/03/2019,9182000,USD,CCC,3,01/01/2040
XZT2383,BRAZIL,01/04/2019,7325000,USD,AA,2,04/30/2035
XZT2384,POLAND,01/01/2019,5659000,GBP,A,2,01/07/2047
XZT2385,BRAZIL,01/02/2019,6963000,USD,AA,3,01/12/2031
XZT2386,AUSTRALIA,01/02/2019,2794000,USD,A,1,01/10/2035
XZT2387,UNITED STATES OF AMERICA,01/01/2019,5662000,USD,AA,3,01/01/2048
XZT2388,UNITED KINGDOM,01/02/2019,3416000,EUR,AAA,3,01/06/2025
XZT2389,UNITED STATES OF AMERICA ,01/03/2019,9072000,USD,BB,3,01/12/2019
XZT2390,POLAND,01/04/2019,976000,USD,AA,2,04/01/2024
XZT2391,UNITED KINGDOM,01/04/2019,1708000,EUR,CCC,2,01/07/2021
XZT2392,UNITED STATES OF AMERICA,01/04/2019,1975000,USD,A,3,03/01/2025
XZT2393,UNITED KINGDOM,01/04/2019,5990000,USD,A,1,01/09/2022
XZT2394,NORWAY,01/04/2019,9183000,USD,AA,1,01/11/2023
XZT2395,CANADA,01/02/2019,1798000,CAD,AAA,1,01/01/2043
XZT2396,SWITZERLAND,01/02/2019,68000,USD,BB,1,01/07/2033
XZT2397,DENMARK,01/03/2019,8358000,USD,BBB,1,02/01/2049
XZT2398,NORWAY,01/04/2019,2328000,USD,AA,3,01/11/2048
XZT2399,AUSTRALIA,01/01/2019,8009000,EUR,A,2,01/12/2040
XZT2400,AUSTRALIA,01/02/2019,5036000,EUR,BB,2,01/02/2022
XZT2401,SPAIN,01/02/2019,7021000,USD,AA,2,01/06/2043
XZT2402,UNITED STATES OF AMERICA,01/02/2019,8993000,EUR,A,3,01/10/2042
XZT2403,SOUTH KOREA,01/02/2019,5380000,USD,AA,3,01/03/2042
XZT2404,EGYPT,01/02/2019,5782000,USD,AA,2,04/01/2038
XZT2405,BELGIUM,01/01/2019,4582000,USD,AA,2,01/07/2021
XZT2406,SWITZERLAND,01/03/2019,5056000,GBP,BB,2,01/07/2025
XZT2407,BRAZIL,01/01/2019,4072000,USD,BB,3,01/09/2032
XZT2408,CANADA,01/03/2019,2943000,USD,BB,2,01/11/2019
XZT2409,SWITZERLAND,01/04/2019,7651000,EUR,AAA,3,01/04/2033
XZT2410,AUSTRALIA,01/04/2019,652000,USD,AA,2,01/09/2028
XZT2411,UNITED KINGDOM,01/02/2019,2301000,USD,AA,1,01/12/2028
XZT2412,GERMANY,01/02/2019,7649000,USD,AA,2,01/05/2036
XZT2413,CANADA,01/04/2019,5318000,USD,AA,2,01/05/2031
XZT2414,SOUTH KOREA,01/04/2019,5810000,USD,AAA,1,01/09/2046
XZT2415,SOUTH KOREA,01/04/2019,8600000,USD,A,2,01/02/2049
XZT2416,SOUTH KOREA,01/02/2019,1790000,EUR,AA,1,01/04/2020
XZT2417,GERMANY,01/02/2019,4004000,USD,CCC,3,30/04/2040
XZT2418,POLAND,01/03/2019,89000,EUR,B,3,01/02/2039
XZT2419,SOUTH KOREA,01/01/2019,1943000,USD,A,3,01/08/2021
XZT2420,SOUTH KOREA,01/03/2019,4780000,GBP,A,3,01/01/2024
XZT2421,EGYPT,01/04/2019,3942000,CAD,B,3,01/10/2033
XZT2422,GERMANY,01/03/2019,2413000,USD,A,2,01/11/2037
XZT2423,EGYPT,01/03/2019,1058000,GBP,A,3,30/06/2020
XZT2424,CANADA,01/01/2019,494000,EUR,BB,3,01/03/2022
XZT2425,UNITED STATES OF AMERICA,01/03/2019,5030000,USD,CCC,3,01/11/2023
XZT2426,GERMANY,01/04/2019,9183000,USD,A,2,01/09/2020
XZT2427,AUSTRALIA,01/03/2019,4440000,EUR,BBB,2,01/03/2030
XZT2428,UNITED STATES OF AMERICA,01/02/2019,1352000,EUR,AA,2,01/03/2043
XZT2429,UNITED STATES OF AMERICA,01/02/2019,4444000,USD,AA,1,30/09/2028
XZT2430,POLAND,01/02/2019,9759000,USD,BB,2,01/10/2032
XZT2431,GERMANY,01/02/2019,2076000,USD,A,2,01/06/2046
XZT2432,UNITED STATES OF AMERICA,01/01/2019,8603000,USD,A,3,01/04/2030
XZT2433,SOUTH KOREA,01/02/2019,6712000,USD,BBB,2,01/01/2030
XZT2434,DENMARK,01/03/2019,4203000,USD,A,2,01/09/2021
XZT2435,AUSTRALIA,01/02/2019,7155000,USD,AA,2,01/04/2023
XZT2436,TURKEY,01/02/2019,517000,USD,AAA,1,11/01/2031
XZT2437,UNITED STATES OF AMERICA,01/01/2019,7414000,USD,AA,3,30/09/2041
XZT2438,GERMANY,01/03/2019,8858000,USD,CCC,2,01/12/2028
XZT2439,GERMANY,01/02/2019,6057000,USD,CCC,1,05/01/2038
XZT2440,AUSTRALIA,01/02/2019,171000,GBP,AA,2,01/09/2020
XZT2441,MEXICO,01/01/2019,8994000,USD,A,2,01/11/2020
XZT2442,UNITED STATES OF AMERICA,01/03/2019,7678000,GBP,BBB,3,04/01/2024
XZT2443,POLAND,01/03/2019,3234000,USD,A,1,01/05/2041
XZT2444,SOUTH KOREA,01/01/2019,3230000,USD,A,3,01/01/2047
XZT2445,GERMANY,01/04/2019,4321000,EUR,B,2,01/08/2039
XZT2446,MEXICO,01/02/2019,8997000,USD,A,2,01/04/2023
XZT2447,GERMANY,01/04/2019,8726000,GBP,BBB,3,01/07/2046
XZT2448,UNITED STATES OF AMERICA,01/03/2019,2146000,USD,AA,3,02/01/2044
XZT2449,SWITZERLAND,01/04/2019,5061000,CHF,A,1,01/05/2034
XZT2450,DENMARK,01/03/2019,3044000,EUR,A,2,01/03/2019
XZT2451,AUSTRIA,01/03/2019,2322000,CHF,BB,3,01/12/2043
XZT2452,BRAZIL,01/03/2019,107000,USD,BBB,1,01/01/2047
XZT2453,MEXICO,01/02/2019,6800000,EUR,AA,2,01/07/2027
XZT2454,UNITED STATES OF AMERICA,01/04/2019,9434000,USD,BB,2,01/02/2032
XZT2455,BRAZIL,01/04/2019,8311000,USD,BBB,1,01/12/2045
XZT2456,CANADA,01/03/2019,11000,USD,AA,3,01/01/2029
XZT2457,UNITED STATES OF AMERICA,01/04/2019,2615000,USD,A,3,01/03/2044
XZT2458,GERMANY,01/02/2019,1369000,EUR,AA,3,01/01/2020
XZT2459,SWITZERLAND,01/02/2019,8883000,USD,AAA,3,01/06/2044
XZT2460,SWITZERLAND,01/02/2019,9908000,USD,AA,3,01/02/2028
XZT2461,SWITZERLAND,01/04/2019,8294000,USD,BB,2,01/06/2029
XZT2462,BELGIUM,01/03/2019,9453000,GBP,AA,2,01/05/2046
XZT2463,EGYPT,01/01/2019,4544000,GBP,B,2,01/10/2019
XZT2464,EGYPT,01/04/2019,6007000,USD,AA,2,01/05/2046
XZT2465,RUSSIA,01/02/2019,4596000,AUD,AA,1,01/04/2022
XZT2466,BELGIUM,01/04/2019,1770000,USD,A,2,30/04/2035
XZT2467,GERMANY,01/03/2019,9966000,EUR,B,2,01/02/2034
XZT2468,SOUTH KOREA,01/02/2019,7180000,USD,AA,2,01/01/2027
XZT2469,UNITED STATES OF AMERICA,01/03/2019,6463000,USD,AAA,1,01/02/2028
XZT2470,UNITED STATES OF AMERICA,01/03/2019,4514000,USD,A,1,01/12/2043
XZT2471,POLAND,01/03/2019,3858000,GBP,AAA,3,01/01/2028
XZT2472,UNITED STATES OF AMERICA,01/01/2019,1150000,GBP,AAA,2,01/10/2025
XZT2473,UNITED KINGDOM,01/04/2019,9720000,USD,A,3,01/08/2024
XZT2474,BRAZIL,01/01/2019,8963912,USD,A,1,01/03/2045
XZT2475,SOUTH KOREA,01/01/2019,1711000,USD,AA,2,01/09/2029
XZT2476,BELGIUM,01/04/2019,1598000,USD,AA,2,01/06/2034
XZT2477,BELGIUM,01/04/2019,8192000,EUR,B,1,01/07/2039
XZT2478,CHINA,01/04/2019,2823000,USD,E,3,01/02/2032
XZT2479,SOUTH KOREA,01/03/2019,8167000,GBP,BBB,2,01/11/2026
XZT2480,MEXICO,01/01/2019,6754000,USD,BBB,1,01/03/2033
XZT2481,POLAND,01/02/2019,6927000,Swiss Franc,BB,3,01/04/2026
XZT2482,GERMANY,01/04/2019,9459000,USD,AA,2,01/07/2027
XZT2483,AUSTRALIA,01/02/2019,9941000,EUR,BBB,2,01/06/2020
XZT2484,MEXICO,01/02/2019,9042000,EUR,B,2,01/03/2037
XZT2485,BRAZIL,01/04/2019,9935000,USD,CCC,1,01/02/2033
XZT2486,SOUTH KOREA,01/04/2019,8025000,EUR,B,1,01/09/2029
XZT2487,AUSTRALIA,01/01/2019,6930000,USD,BB,2,01/10/2044
XZT2488,EGYPT,01/02/2019,3608000,Swiss Franc,A,1,01/02/2030
XZT2489,AUSTRALIA,01/03/2019,3640000,USD,BB,2,01/09/2021
XZT2490,POLAND,01/04/2019,6466000,USD,A,2,01/03/2021
XZT2491,POLAND,01/03/2019,9556000,USD,BBB,1,01/03/2039
XZT2492,UNITED STATES OF AMERICA,01/02/2019,2756000,USD,A,1,01/12/2020
XZT2493,SOUTH KOREA,01/01/2019,2726000,USD,AAA,2,01/11/2048
XZT2494,8,01/03/2019,2144000,EUR,A,2,01/06/2038
XZT2495,MEXICO,01/03/2019,551000,EUR,CCC,1,01/04/2046
XZT2496,BRAZIL,01/01/2019,7019000,CHF,AA,3,01/12/2035
XZT2497,CHINA,01/01/2019,2971000,USD,AAA,3,07/01/2036
XZT2498,JAPAN,01/02/2019,3346000,CHF,A,3,01/09/2041
XZT2499,UNITED KINGDOM,01/03/2019,4253000,USD,CCC,1,01/03/2047
XZT2500,EGYPT,01/02/2019,9375000,USD,A,1,01/11/2029
XZT2501,UNITED STATES OF AMERICA,01/04/2019,5081000,USD,AAA,2,01/11/2025
XZT2502,UNITED KINGDOM,01/04/2019,61000,CHF,BBB,1,01/11/2038
XZT2503,UNITED STATES OF AMERICA,01/04/2019,56000,EUR,B,1,01/03/2034
XZT2504,SOUTH KOREA,01/03/2019,7463000,CHF,A,2,01/05/2043
XZT2505,UNITED KINGDOM,01/04/2019,13000,USD,BB,3,01/03/2045
XZT2506,EGYPT,01/02/2019,1472000,USD,A,1,01/09/2022
XZT2507,UNITED STATES OF AMERICA,01/01/2019,4253000,USD,CCC,2,01/03/2026
XZT2508,BELGIUM,01/02/2019,7003000,USD,AA,3,11/01/2039
XZT2509,SOUTH KOREA,01/02/2019,4777000,CHF,A,3,01/08/2036
XZT2510,BELGIUM,01/04/2019,5104000,USD,AAA,2,01/11/2019
XZT2511,CANADA,01/03/2019,9695000,USD,B,2,01/01/2027
XZT2512,SOUTH KOREA,01/03/2019,756000,USD,A,3,01/12/2034
XZT2513,UNITED STATES OF AMERICA,TRUE,3217000,AUD,AA,2,01/09/2033
XZT2514,MEXICO,TRUE,2074000,GBP,BB,3,05/01/2025
XZT2515,UNITED KINGDOM,01/01/2019,9713000,USD,A,2,01/03/2019
XZT2516,SOUTH KOREA,01/02/2019,8416000,USD,CCC,2,01/11/2034
XZT2517,POLAND,01/03/2019,9965000,USD,A,2,09/30/2036
XZT2518,EGYPT,01/01/2019,7111000,USD,AA,3,01/07/2023
XZT2519,UNITED KINGDOM,01/01/2019,7491000,USD,AAA,3,01/09/2028
XZT2520,AUSTRALIA,01/04/2019,3899000,EUR,A,2,01/06/2029
XZT2521,UNITED STATES OF AMERICA,01/01/2019,6308000,USD,AAA,1,01/09/2023
XZT2522,POLAND,01/03/2019,2717000,USD,A,1,01/07/2037
XZT2523,MEXICO,01/02/2019,9370000,CHF,AA,1,01/12/2036
XZT2524,BELGIUM,01/03/2019,909000,USD,B,2,01/04/2029
XZT2525,UNITED STATES OF AMERICA,01/02/2019,6661000,USD,BB,3,01/12/2033
XZT2526,POLAND,01/01/2019,4545000,USD,AAA,3,01/12/2042
XZT2527,UNITED STATES OF AMERICA,01/04/2019,3962000,USD,A,2,01/07/2021
XZT2528,GERMANY,01/02/2019,5280000,USD,B,3,01/09/2042
XZT2529,UNITED KINGDOM,01/03/2019,7376000,GBP,BB,2,01/06/2042
XZT2530,AUSTRALIA,01/04/2019,9133000,USD,A,2,01/09/2035
XZT2531,GERMANY,01/02/2019,790000,GBP,AA,3,01/01/2044
XZT2532,EGYPT,01/04/2019,2795000,USD,A,3,01/06/2041
XZT2533,SOUTH KOREA,01/04/2019,1623000,GBP,A,2,01/06/2034
XZT2534,UNITED STATES OF AMERICA,01/04/2019,6796000,USD,AAA,2,02/01/2020
XZT2535,BRAZIL,01/01/2019,8873000,CHF,AA,3,31/05/2040
XZT2536,MEXICO,01/04/2019,6622000,USD,A,2,01/07/2029
XZT2537,AUSTRALIA,01/01/2019,2682000,USD,AA,1,05/01/2035
XZT2538,POLAND,01/04/2019,1089000,Swiss Franc,AA,2,01/11/2024
XZT2539,UNITED STATES OF AMERICA,01/02/2019,6534000,USD,AAA,1,01/01/2021
XZT2540,UNITED STATES OF AMERICA,01/01/2019,7060000,USD,BBB,2,04/01/2019
XZT2541,UNITED STATES OF AMERICA ,01/03/2019,2214000,GBP,AA,2,01/03/2046
XZT2542,POLAND,01/01/2019,3273000,USD,AA,2,01/03/2039
XZT2543,GERMANY,01/01/2019,676000,GBP,A,1,01/11/2028
XZT2544,UNITED STATES OF AMERICA,01/04/2019,4485000,USD,CCC,3,01/09/2045
XZT2545,SOUTH KOREA,01/04/2019,3402000,USD,BBB,3,01/09/2021
XZT2546,EGYPT,01/04/2019,6656000,USD,AA,2,31/05/2038
XZT2547,UNITED STATES OF AMERICA,01/01/2019,4085000,USD,AA,2,01/08/2022
XZT2548,EGYPT,01/03/2019,699000,EUR,AA,1,02/01/2046
XZT2549,GERMANY,01/03/2019,4302000,GBP,B,1,01/07/2041
XZT2550,URUGUAY,01/01/2019,188000,EUR,AA,1,01/04/2021
XZT2551,SWITZERLAND,01/01/2019,252000,CAD,AA,1,01/06/2046
XZT2552,UNITED STATES OF AMERICA,01/01/2019,2415000,USD,BB,2,01/11/2029
XZT2553,AUSTRALIA,01/04/2019,6394000,GBP,AA,2,01/11/2026
XZT2554,UNITED KINGDOM,01/02/2019,6378000,CHF,AA,1,01/12/2019
XZT2555,GERMANY,01/04/2019,4594000,USD,A,3,01/09/2022
XZT2556,EGYPT,01/01/2019,5338000,USD,AA,3,01/08/2027
XZT2557,SOUTH KOREA,01/01/2019,9414000,Swiss Franc,A,2,01/06/2031
XZT2558,EGYPT,01/02/2019,4548000,USD,AA,1,01/10/2048
XZT2559,JAPAN,01/01/2019,1222000,USD,AA,1,01/08/2042
XZT2560,BELGIUM,01/02/2019,2052000,USD,A,2,01/10/2040
XZT2561,UNITED STATES OF AMERICA,01/02/2019,6835000,USD,A,3,01/08/2028
XZT2562,JAPAN,01/01/2019,7052000,USD,AA,1,01/09/2021
XZT2563,DENMARK,01/04/2019,7029000,AUD,BB,2,01/06/2033
XZT2564,MEXICO,01/03/2019,6841000,USD,A,3,01/04/2026
XZT2565,GERMANY,01/03/2019,9220000,USD,A,3,01/07/2038
XZT2566,UNITED STATES OF AMERICA,01/03/2019,7380000,AUD,AA,2,03/01/2039
XZT2567,UNITED KINGDOM,01/02/2019,2683000,USD,A,1,01/04/2021
XZT2568,UNITED STATES OF AMERICA,01/03/2019,269000,USD,BBB,3,01/09/2039
XZT2569,RUSSIA,01/03/2019,9756000,USD,BB,2,03/01/2044
XZT2570,FRANCE,01/02/2019,4285000,GBP,A,3,01/12/2034
XZT2571,UNITED KINGDOM,01/04/2019,6783000,EUR,B,1,01/09/2020
XZT2572,SWITZERLAND,01/04/2019,2001000,USD,A,1,01/09/2019
XZT2573,SOUTH KOREA,01/02/2019,2785000,EUR,BBB,3,01/09/2036
XZT2574,SWITZERLAND,01/04/2019,8081000,USD,A,1,01/09/2042
XZT2575,UNITED STATES OF AMERICA,01/01/2019,4354000,GBP,BB,2,01/05/2021
XZT2576,UNITED STATES OF AMERICA,01/04/2019,6787000,USD,AA,3,01/06/2027
XZT2577,UNITED STATES OF AMERICA,01/03/2019,7859000,USD,AA,3,01/07/2023
XZT2578,UNITED STATES OF AMERICA,01/01/2019,5471000,CHF,AA,3,01/05/2019
XZT2579,SOUTH KOREA,01/02/2019,8757000,USD,BB,2,01/06/2023
XZT2580,EGYPT,01/03/2019,5534000,USD,A,3,01/08/2042
XZT2581,UNITED STATES OF AMERICA,01/02/2019,917000,CAD,AA,2,01/04/2043
XZT2582,GERMANY,01/03/2019,6108000,USD,BB,1,01/09/2047
XZT2583,SOUTH KOREA,01/04/2019,6515000,USD,B,2,01/09/2022
XZT2584,POLAND,01/04/2019,7332000,USD,AA,3,01/12/2048
XZT2585,AUSTRALIA,01/02/2019,9052000,EUR,AA,1,01/12/2030
XZT2586,UNITED KINGDOM,01/04/2019,4838000,CHF,AA,1,01/08/2020
XZT2587,AUSTRALIA,01/01/2019,9125000,USD,AAA,2,01/02/2046
XZT2588,SOUTH KOREA,01/02/2019,2307000,EUR,AA,3,01/01/2035
XZT2589,POLAND,01/01/2019,2363000,USD,AA,1,01/01/2041
XZT2590,POLAND,01/02/2019,5848000,USD,A,3,01/09/2021
XZT2591,UNITED STATES OF AMERICA,01/01/2019,7385000,USD,AAA,3,01/10/2038
XZT2592,AUSTRALIA,01/04/2019,1733000,CHF,AA,2,01/08/2032
XZT2593,UNITED STATES OF AMERICA,01/03/2019,3671000,Swiss Franc,A,1,01/01/2028
XZT2594,SOUTH KOREA,01/02/2019,1136000,USD,BB,3,01/10/2042
XZT2595,DENMARK,01/02/2019,4637000,EUR,AA,2,01/07/2034
XZT2596,UNITED STATES OF AMERICA,01/03/2019,2372000,USD,BBB,2,01/05/2041
XZT2597,GERMANY,01/01/2019,2834000,GBP,BBB,1,31/12/2031
XZT2598,CHINA,01/02/2019,7687000,USD,B,3,01/08/2044
XZT2599,AUSTRALIA,01/01/2019,1922000,USD,AA,1,01/11/2044
XZT2600,FRANCE,01/03/2019,2325000,USD,AA,1,01/06/2038
XZT2601,SPAIN,01/03/2019,3139000,USD,B,2,01/09/2029
